,[job_title],[location],[company],[senior_level]
7197,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7198,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7199,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7200,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7201,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7202,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7203,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7204,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7205,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7206,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7207,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7208,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7209,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7210,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7211,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7212,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7213,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7214,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7215,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7216,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7217,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7218,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7219,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7220,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7221,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7222,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7223,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7224,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7225,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7226,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7227,IT Data Scientist,Qualcomm,United States,yes
7228,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7229,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7230,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7231,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
7232,Senior Data Scientist,Cigna,United States,yes
7233,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
7234,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7235,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7236,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7237,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7238,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7239,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7240,Sr. Data Scientist,Tuft & Needle,Remote,yes
7241,Sr. Data Scientist - Batteries,Apple,"Santa Clara Valley, CA 95014",yes
7242,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7243,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7244,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7245,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7246,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7247,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7248,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7249,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7250,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7251,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7252,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
7253,IT Data Scientist,Qualcomm,United States,yes
7254,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7255,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7256,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7257,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7258,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7259,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7260,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7261,IT Data Scientist,Qualcomm,United States,yes
7262,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7263,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7264,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7265,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7266,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7267,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7268,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7269,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7270,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
7271,SVP Data Integration and Machine Learning,Brains Workgroup,"Great Neck, NY 11022",yes
7272,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7273,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7274,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7275,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7276,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7277,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7278,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7279,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7280,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7281,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7282,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7283,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7284,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7285,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7286,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7287,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7288,IT Data Scientist,Qualcomm,United States,yes
7289,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
7290,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7291,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7292,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7293,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7294,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7295,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7296,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7297,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7298,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7299,IT Data Scientist,Qualcomm,United States,yes
7300,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7301,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7302,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7303,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7304,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7305,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7306,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7307,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7308,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7309,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7310,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7311,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
7312,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7313,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7314,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7315,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7316,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7317,"VP, Data Science",HBO Max,"New York, NY",yes
7318,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7319,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7320,"Executive Director, Scientific Informatics & Data Science",Merck,"Cambridge, MA",yes
7321,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7322,"Product Analytics Lead, Data Science",Google,"New York, NY 10011 (Chelsea area)",yes
7323,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7324,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7325,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7326,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7327,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7328,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7329,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7330,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7331,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7332,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7333,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7334,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7335,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7336,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7337,"VP, Data Science",HBO Max,"New York, NY",yes
7338,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7339,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7340,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7341,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
7342,VP of Data Science,Kar Global,"Chicago, IL",yes
7343,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7344,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7345,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7346,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7347,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7348,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7349,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7350,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7351,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7352,SVP Data Integration and Machine Learning,Brains Workgroup,"Great Neck, NY 11022",yes
7353,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7354,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7355,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7356,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7357,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7358,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7359,"VP, Data Science",HBO Max,"New York, NY",yes
7360,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7361,Jr. Data Scientist,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",yes
7362,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7363,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7364,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7365,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7366,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7367,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7368,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7369,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7370,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7371,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
7372,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
7373,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7374,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7375,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7376,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7377,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7378,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7379,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7380,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7381,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7382,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7383,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7384,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7385,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7386,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7387,"VP, Data Science",HBO Max,"New York, NY",yes
7388,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7389,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7390,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7391,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
7392,VP of Data Science,Kar Global,"Chicago, IL",yes
7393,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7394,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7395,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7396,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7397,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7398,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7399,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7400,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7401,"VP, Data Science",HBO Max,"New York, NY",yes
7402,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7403,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7404,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
7405,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7406,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7407,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7408,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7409,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7410,Senior Data Scientist,"Axtria, Inc.","Berkeley Heights, NJ",yes
7411,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7412,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
7413,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7414,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7415,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7416,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7417,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7418,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7419,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7420,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7421,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7422,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7423,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7424,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7425,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7426,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7427,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7428,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7429,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7430,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7431,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7432,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7433,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7434,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7435,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7436,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7437,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7438,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7439,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7440,"VP, Data Science",HBO Max,"New York, NY",yes
7441,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7442,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7443,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7444,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7445,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7446,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7447,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7448,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7449,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7450,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7451,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7452,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7453,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7454,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7455,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7456,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7457,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7458,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7459,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7460,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7461,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7462,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7463,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7464,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7465,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7466,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7467,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7468,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7469,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7470,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7471,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
7472,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7473,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7474,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7475,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7476,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7477,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7478,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7479,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7480,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
7481,IT Data Scientist,Qualcomm,United States,yes
7482,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7483,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7484,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7485,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7486,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7487,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7488,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7489,Sr. Data Scientist,Tuft & Needle,Remote,yes
7490,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7491,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7492,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7493,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7494,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7495,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7496,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7497,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7498,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7499,"VP, Data Science",HBO Max,"New York, NY",yes
7500,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7501,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7502,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7503,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7504,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7505,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
7506,Senior Data Scientist,Cigna,United States,yes
7507,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7508,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7509,IT Data Scientist,Qualcomm,United States,yes
7510,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",United States,yes
7511,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7512,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7513,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7514,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7515,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7516,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7517,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7518,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7519,Consulting Systems Engineer--Modern Data Center,RoundTower Technologies,United States,yes
7520,IT Data Scientist,Qualcomm,United States,yes
7521,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7522,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7523,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7524,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7525,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7526,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7527,Sr. Data Scientist,Tuft & Needle,Remote,yes
7528,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7529,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7530,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7531,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7532,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7533,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7534,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7535,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7536,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7537,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7538,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7539,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7540,IT Data Scientist,Qualcomm,United States,yes
7541,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7542,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7543,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7544,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7545,"VP, Data Science",HBO Max,"New York, NY",yes
7546,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7547,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7548,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
7549,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7550,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7551,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7552,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7553,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7554,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7555,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7556,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7557,IT Data Scientist,Qualcomm,United States,yes
7558,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7559,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7560,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7561,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7562,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7563,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7564,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7565,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7566,IT Data Scientist,Qualcomm,United States,yes
7567,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
7568,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7569,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7570,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
