,[job_title],[location],[company],[contract]
2243,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
2244,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2245,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
2246,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
2247,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
2248,Data Science Architect,Themesoft,"Mountain View, CA",yes
2249,Data Scientist,Kaav inc.,"Dublin, OH",yes
2250,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2251,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
2252,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2253,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
2254,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
2255,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2256,Data Scientist,Jnit Technologies,"Seattle, WA",yes
2257,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
2258,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
2259,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
2260,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
2261,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2262,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
2263,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
2264,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
2265,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2266,Data Scientist,Kaav inc.,"Dublin, OH",yes
2267,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
2268,Data Scientist,Jnit Technologies,"Seattle, WA",yes
2269,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
2270,Urgent Need Data Scientist,Kaav Inc,"Dublin, OH",yes
2271,Data Scientist,Digitalogy,"New York, NY",yes
2272,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
2273,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2274,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2275,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
2276,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
2277,Data Scientist,"Alexis Networks, Inc.","Newark, NJ 07102 (Central Business District area)",yes
2278,Data Scientist,Pricesenz,"Broomfield, CO",yes
2279,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
2280,Data Scientist,Jnit Technologies,"Seattle, WA",yes
2281,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
2282,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2283,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2284,Data Engineer,FutureSoft IT,"Detroit, MI",yes
2285,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
2286,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
2287,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
2288,Sr. Data Scientist,Microagility,"Columbus, OH",yes
2289,Data Engineer,Accelalpha,"Seattle, WA",yes
2290,Data Scientist,Kaav inc.,"Dublin, OH",yes
2291,Data Scientist,Digitalogy,"New York, NY",yes
2292,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
2293,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
2294,Data Scientist,Jnit Technologies,"Seattle, WA",yes
2295,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
2296,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
2297,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
2298,Data Scientist,Pricesenz,"Broomfield, CO",yes
2299,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
